Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Uranium
appliedenergistics2:facade:0, Cable Facade - Block of Constantan
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Coke Brick
appliedenergistics2:facade:0, Cable Facade - Blast Brick
appliedenergistics2:facade:0, Cable Facade - Reinforced Blast Brick
appliedenergistics2:facade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:facade:0, Cable Facade - Hempcrete
appliedenergistics2:facade:0, Cable Facade - Concrete
appliedenergistics2:facade:0, Cable Facade - Concrete Tile
appliedenergistics2:facade:0, Cable Facade - Leaded Concrete
appliedenergistics2:facade:0, Cable Facade - Insulating Glass
appliedenergistics2:facade:0, Cable Facade - Kiln Brick
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Treated Wood Planks
appliedenergistics2:facade:0, Cable Facade - Copper Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Aluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Lead Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Silver Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Nickel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Uranium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Constantan Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Electrum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Steel Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Iron Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Gold Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Copper Coil Block
appliedenergistics2:facade:0, Cable Facade - Electrum Coil Block
appliedenergistics2:facade:0, Cable Facade - High-Voltage Coil Block
appliedenergistics2:facade:0, Cable Facade - Redstone Engineering Block
appliedenergistics2:facade:0, Cable Facade - Light Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Engineering Block
appliedenergistics2:facade:0, Cable Facade - Generator Block
appliedenergistics2:facade:0, Cable Facade - Radiator Block
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Wood
appliedenergistics2:facade:0, Cable Facade - Rubber Tree Leaves
appliedenergistics2:facade:0, Cable Facade - Charred Log
appliedenergistics2:facade:0, Cable Facade - Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Zinc Ore
appliedenergistics2:facade:0, Cable Facade - Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Salt Ore
appliedenergistics2:facade:0, Cable Facade - Nether Fluorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Phosphorus Ore
appliedenergistics2:facade:0, Cable Facade - Platinum Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Zinc Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Tungsten Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Brass Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Duraluminium Sheetmetal
appliedenergistics2:facade:0, Cable Facade - Platinum Block
appliedenergistics2:facade:0, Cable Facade - Zinc Block
appliedenergistics2:facade:0, Cable Facade - Tungsten Block
appliedenergistics2:facade:0, Cable Facade - Brass Block
appliedenergistics2:facade:0, Cable Facade - Duraluminium Block
appliedenergistics2:facade:0, Cable Facade - Data Cable Coil
appliedenergistics2:facade:0, Cable Facade - Electronic Engineering Block
appliedenergistics2:facade:0, Cable Facade - Advanced Electronic Engineering Block
appliedenergistics2:facade:0, Cable Facade - Mechanical Engineering Block
appliedenergistics2:facade:0, Cable Facade - Heavy Mechanical Engineering Block
appliedenergistics2:facade:0, Cable Facade - Steel Motor Belt Coil
appliedenergistics2:facade:0, Cable Facade - Computer Engineering Block
appliedenergistics2:facade:0, Cable Facade - Concrete Bricks
appliedenergistics2:facade:0, Cable Facade - Panzerconcrete Bricks
appliedenergistics2:facade:0, Cable Facade - Überconcrete Bricks
appliedenergistics2:facade:0, Cable Facade - Hellshelf
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Pink Cherry Leaves
appliedenergistics2:facade:0, Cable Facade - White Cherry Leaves
appliedenergistics2:facade:0, Cable Facade - Cherry Log
appliedenergistics2:facade:0, Cable Facade - Cherry Planks
appliedenergistics2:facade:0, Cable Facade - Cika Leaves
appliedenergistics2:facade:0, Cable Facade - Cika Log
appliedenergistics2:facade:0, Cable Facade - Cika Planks
appliedenergistics2:facade:0, Cable Facade - Blue Enchanted Leaves
appliedenergistics2:facade:0, Cable Facade - Pink Enchanted Leaves
appliedenergistics2:facade:0, Cable Facade - Purple Enchanted Leaves
appliedenergistics2:facade:0, Cable Facade - Blue Enchanted Log
appliedenergistics2:facade:0, Cable Facade - Blue Enchanted Planks
appliedenergistics2:facade:0, Cable Facade - Great Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Great Oak Log
appliedenergistics2:facade:0, Cable Facade - Great Oak Planks
appliedenergistics2:facade:0, Cable Facade - Jacaranda Leaves
appliedenergistics2:facade:0, Cable Facade - Jacaranda Log
appliedenergistics2:facade:0, Cable Facade - Jacaranda Planks
appliedenergistics2:facade:0, Cable Facade - Mangrove Leaves
appliedenergistics2:facade:0, Cable Facade - Mangrove Log
appliedenergistics2:facade:0, Cable Facade - Mangrove Planks
appliedenergistics2:facade:0, Cable Facade - Red Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Silver Maple Leaves
appliedenergistics2:facade:0, Cable Facade - Maple Log
appliedenergistics2:facade:0, Cable Facade - Maple Planks
appliedenergistics2:facade:0, Cable Facade - Frozen Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Frozen Oak Log
appliedenergistics2:facade:0, Cable Facade - Frozen Oak Planks
appliedenergistics2:facade:0, Cable Facade - Dry Brown Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Green Dry Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Red Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Orchard Leaves
appliedenergistics2:facade:0, Cable Facade - Apple Orchard Leaves
appliedenergistics2:facade:0, Cable Facade - Flowering Orchard Leaves
appliedenergistics2:facade:0, Cable Facade - Palo Verde Leaves
appliedenergistics2:facade:0, Cable Facade - Flowering Palo Verde Leaves
appliedenergistics2:facade:0, Cable Facade - Palo Verde Log
appliedenergistics2:facade:0, Cable Facade - Pine Leaves
appliedenergistics2:facade:0, Cable Facade - Pine Log
appliedenergistics2:facade:0, Cable Facade - Pine Planks
appliedenergistics2:facade:0, Cable Facade - Skyris Leaves
appliedenergistics2:facade:0, Cable Facade - Green Apple Skyris Leaves
appliedenergistics2:facade:0, Cable Facade - Skyris Log
appliedenergistics2:facade:0, Cable Facade - Skyris Planks
appliedenergistics2:facade:0, Cable Facade - Sonoran Cactus
appliedenergistics2:facade:0, Cable Facade - Flowering Sonoran Cactus
appliedenergistics2:facade:0, Cable Facade - Blue Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Red Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Yellow Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Pink Stellata Leaves
appliedenergistics2:facade:0, Cable Facade - Stellata Leaves White
appliedenergistics2:facade:0, Cable Facade - Willow Leaves
appliedenergistics2:facade:0, Cable Facade - Willow Log
appliedenergistics2:facade:0, Cable Facade - Willow Planks
appliedenergistics2:facade:0, Cable Facade - Yellow Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Zelkova Leaves
appliedenergistics2:facade:0, Cable Facade - Zelkova Log
appliedenergistics2:facade:0, Cable Facade - Zelkova Planks
appliedenergistics2:facade:0, Cable Facade - Blue Glowshroom Block
appliedenergistics2:facade:0, Cable Facade - Purple Glowshroom Block
appliedenergistics2:facade:0, Cable Facade - Yellow Glowshroom Stem
appliedenergistics2:facade:0, Cable Facade - Meadow Grass Block
appliedenergistics2:facade:0, Cable Facade - Meadow Dirt Block
appliedenergistics2:facade:0, Cable Facade - Pasture Grass Block
appliedenergistics2:facade:0, Cable Facade - Pasture Dirt Block
appliedenergistics2:facade:0, Cable Facade - Peat Grass Block
appliedenergistics2:facade:0, Cable Facade - Peat Dirt Block
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - White Sand
appliedenergistics2:facade:0, Cable Facade - Blue Glowcane Block
appliedenergistics2:facade:0, Cable Facade - Red Glowcane Block
appliedenergistics2:facade:0, Cable Facade - Glowcelium
appliedenergistics2:facade:0, Cable Facade - Redwood Leaves
appliedenergistics2:facade:0, Cable Facade - Redwood Log
appliedenergistics2:facade:0, Cable Facade - Redwood Planks
appliedenergistics2:facade:0, Cable Facade - Cherry Bookshelf
appliedenergistics2:facade:0, Cable Facade - Cika Bookshelf
appliedenergistics2:facade:0, Cable Facade - Blue Enchanted Bookshelf
appliedenergistics2:facade:0, Cable Facade - Great Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Jacaranda Bookshelf
appliedenergistics2:facade:0, Cable Facade - Mangrove Bookshelf
appliedenergistics2:facade:0, Cable Facade - Maple Bookshelf
appliedenergistics2:facade:0, Cable Facade - Frozen Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Pine Bookshelf
appliedenergistics2:facade:0, Cable Facade - Skyris Bookshelf
appliedenergistics2:facade:0, Cable Facade - Willow Bookshelf
appliedenergistics2:facade:0, Cable Facade - Zelkova Bookshelf
appliedenergistics2:facade:0, Cable Facade - Redwood Bookshelf
appliedenergistics2:facade:0, Cable Facade - Tamrelite Ore
appliedenergistics2:facade:0, Cable Facade - Tamrelite Block
appliedenergistics2:facade:0, Cable Facade - Black Sand
appliedenergistics2:facade:0, Cable Facade - Pendorite Ore
appliedenergistics2:facade:0, Cable Facade - Pendorite Block
appliedenergistics2:facade:0, Cable Facade - Kasai Ore
appliedenergistics2:facade:0, Cable Facade - Kasai Block
appliedenergistics2:facade:0, Cable Facade - Baobab Leaves
appliedenergistics2:facade:0, Cable Facade - Baobab Log
appliedenergistics2:facade:0, Cable Facade - Baobab Planks
appliedenergistics2:facade:0, Cable Facade - Baobab Bookshelf
appliedenergistics2:facade:0, Cable Facade - Holly Leaves
appliedenergistics2:facade:0, Cable Facade - Holly Berry Leaves
appliedenergistics2:facade:0, Cable Facade - Holly Log
appliedenergistics2:facade:0, Cable Facade - Holly Planks
appliedenergistics2:facade:0, Cable Facade - Holly Bookshelf
appliedenergistics2:facade:0, Cable Facade - Rainbow Eucalyptus
appliedenergistics2:facade:0, Cable Facade - Rainbow Eucalyptus
appliedenergistics2:facade:0, Cable Facade - Rainbow Eucalyptus Planks
appliedenergistics2:facade:0, Cable Facade - Rainbow Eucalyptus Bookshelf
appliedenergistics2:facade:0, Cable Facade - Witch Hazel Log
appliedenergistics2:facade:0, Cable Facade - Witch Hazel Planks
appliedenergistics2:facade:0, Cable Facade - Witch Hazel Leaves
appliedenergistics2:facade:0, Cable Facade - Blooming Witch Hazel Leaves
appliedenergistics2:facade:0, Cable Facade - Witch Hazel Bookshelf
appliedenergistics2:facade:0, Cable Facade - Pink Glowcane Block
appliedenergistics2:facade:0, Cable Facade - Purple Glowcane Block
appliedenergistics2:facade:0, Cable Facade - Latharium Ore
appliedenergistics2:facade:0, Cable Facade - Latharium Block
appliedenergistics2:facade:0, Cable Facade - Black Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Black Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Black Sandstone
appliedenergistics2:facade:0, Cable Facade - White Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled White Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth White Sandstone
appliedenergistics2:facade:0, Cable Facade - Stage0 Baobab
appliedenergistics2:facade:0, Cable Facade - Baobab Stage0
appliedenergistics2:facade:0, Cable Facade - Baobab Stage2
appliedenergistics2:facade:0, Cable Facade - BaobabStage3
appliedenergistics2:facade:0, Cable Facade - Ebony Log
appliedenergistics2:facade:0, Cable Facade - Ebony Leaves
appliedenergistics2:facade:0, Cable Facade - Ebony Planks
appliedenergistics2:facade:0, Cable Facade - Rowan Log
appliedenergistics2:facade:0, Cable Facade - Rowan leaves
appliedenergistics2:facade:0, Cable Facade - Rowan Berry Leaves
appliedenergistics2:facade:0, Cable Facade - Hawthorn Log
appliedenergistics2:facade:0, Cable Facade - Hawthorn Leaves
appliedenergistics2:facade:0, Cable Facade - Hawthorn Berry Leaves
appliedenergistics2:facade:0, Cable Facade - Hawthorn Planks
appliedenergistics2:facade:0, Cable Facade - Rowan Planks
appliedenergistics2:facade:0, Cable Facade - Ironwood Log
appliedenergistics2:facade:0, Cable Facade - Ironwood Leaves
appliedenergistics2:facade:0, Cable Facade - Ironwood Planks
appliedenergistics2:facade:0, Cable Facade - Red Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Orange Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Brown Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Ebony Bookshelf
appliedenergistics2:facade:0, Cable Facade - Rowan Bookshelf
appliedenergistics2:facade:0, Cable Facade - Hawthorn Bookshelf
appliedenergistics2:facade:0, Cable Facade - Ironwood Bookshelf
appliedenergistics2:facade:0, Cable Facade - Sandy Grass
appliedenergistics2:facade:0, Cable Facade - Sandy Dirt
appliedenergistics2:facade:0, Cable Facade - Hardened Dirt
appliedenergistics2:facade:0, Cable Facade - Rocky Stone
appliedenergistics2:facade:0, Cable Facade - Fir Log
appliedenergistics2:facade:0, Cable Facade - Fir Leaves
appliedenergistics2:facade:0, Cable Facade - Fir Planks
appliedenergistics2:facade:0, Cable Facade - Fir Bookshelf
appliedenergistics2:facade:0, Cable Facade - Fir Wood
appliedenergistics2:facade:0, Cable Facade - Stripped Fir Log
appliedenergistics2:facade:0, Cable Facade - Stripped Fir Wood
appliedenergistics2:facade:0, Cable Facade - Structure Check Block
appliedenergistics2:facade:0, Cable Facade - Green Enchanted Log
appliedenergistics2:facade:0, Cable Facade - Green Enchanted Planks
appliedenergistics2:facade:0, Cable Facade - Green Enchanted Bookshelf
